RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2697,46930534,Farley,709,Spain,Female,51,8,0.0,2,0,1,114577.96,0
2698,18181595,Randolph,709,France,Female,49,2,28574.4,1,1,1,72716.68,0
2699,84721440,Mitchell,570,France,Female,47,0,0.0,2,1,0,79023.42,0
2700,89412216,Ritter,543,Spain,Male,34,0,70137.16,1,1,1,41731.63,0
2701,33505978,Nichols,624,Germany,Male,38,0,68389.07,2,0,1,150078.71,0
2702,94019376,Coleman,643,Germany,Female,24,1,110870.88,2,1,1,29712.42,0
2703,67337891,Ball,835,France,Female,72,0,35075.15,1,1,1,57286.27,0
2704,84605013,Mack,748,Spain,Female,62,3,45876.14,1,1,1,126776.56,1
2705,76521096,Green,660,Germany,Male,87,10,0.0,3,1,1,146774.99,1
2706,16292676,Horne,656,France,Female,63,1,58272.74,1,1,1,97823.3,1
2707,56226575,Mcdonald,723,Spain,Male,24,7,72964.97,1,1,0,117604.7,0
2708,96344420,Riddle,522,France,Male,64,9,0.0,3,1,1,151144.37,0
2709,61157708,Allen,463,France,Male,31,8,66995.18,2,1,0,52286.9,0
2710,80392240,Velez,722,Germany,Male,20,3,139049.2,3,1,0,146878.47,1
2711,52779814,Campbell,656,Spain,Female,67,0,98414.69,4,1,0,26432.14,0
2712,65878146,Fleming,522,France,Male,20,4,11303.38,1,0,0,78238.43,0
2713,64795619,Hill,446,France,Female,48,6,81931.99,2,1,1,120412.98,0
2714,30027648,Lutz,736,France,Male,85,8,13540.46,1,0,0,41009.43,0
2715,50250352,Wise,599,Spain,Male,37,1,84545.95,3,1,0,85044.64,0
2716,60527631,Phillips,688,France,Male,70,3,0.0,2,1,0,84710.42,0
2717,34679818,Duncan,624,Germany,Male,46,6,0.0,3,0,0,22171.21,0
2718,82199509,Johnson,646,Spain,Female,26,7,0.0,2,1,1,50397.45,0
2719,73554620,Hill,592,France,Male,32,3,157874.39,2,1,0,39577.57,0
2720,42342202,Adams,642,Germany,Male,23,9,0.0,3,1,1,87384.48,0
2721,40245233,King,705,Germany,Male,29,8,0.0,1,0,0,194125.17,1
2722,50364158,Delgado,623,Spain,Male,30,3,174983.23,1,1,0,144562.13,0
2723,29374563,Ingram,617,France,Male,84,5,36302.81,3,1,1,146788.89,1
2724,72146184,Smith,708,France,Female,78,5,0.0,4,1,0,122241.12,1
2725,17734153,Parker,715,France,Male,44,7,0.0,2,1,1,14748.62,0
2726,85482164,Guerrero,539,Germany,Male,72,3,24786.28,1,1,1,163607.68,0
2727,65388634,Huff,647,Spain,Female,33,3,41333.31,1,1,1,117555.62,0
2728,65902739,Abbott,599,France,Female,65,4,0.0,2,1,1,125871.13,0
2729,84797762,Wallace,651,France,Male,33,2,65778.6,2,1,0,142146.93,0
2730,81134297,Smith,789,Spain,Female,66,6,72827.02,1,1,1,125157.42,1
2731,27997624,Smith,684,France,Female,44,10,121882.28,1,1,1,117071.15,0
2732,62132722,Johnson,850,France,Male,82,3,119885.13,1,0,0,49495.37,1
2733,42595918,Howard,671,Germany,Male,80,9,86760.33,1,1,0,37863.15,1
2734,44224936,Little,633,France,Female,43,5,0.0,2,1,0,38284.22,0
2735,37291394,Hawkins,648,France,Female,21,1,115985.11,1,0,0,69761.03,0
2736,54327148,Ortiz,663,France,Female,42,5,0.0,1,0,1,67133.35,0
2737,96799390,Riley,681,France,Male,39,5,83382.7,1,1,1,126958.59,0
2738,20612653,Miller,553,Germany,Female,49,0,0.0,2,1,0,160077.36,1
2739,70369365,Prince,627,Germany,Male,61,5,19.91,2,1,0,54724.95,0
2740,59805178,Arnold,579,Germany,Female,92,1,102530.67,2,1,0,90295.4,1
2741,22410307,Ashley,749,France,Female,22,8,16930.99,3,1,0,67263.18,0
2742,81891784,Alexander,463,Spain,Male,59,5,0.0,1,1,0,109138.12,1
2743,35566010,Scott,665,France,Male,30,3,66476.67,4,0,1,18352.86,0
2744,16917129,Buchanan,502,Spain,Female,59,0,80400.7,1,1,0,66224.16,1
2745,46032304,Green,691,France,Female,65,6,0.0,1,1,1,50798.66,1
2746,60622628,Simpson,611,Spain,Male,78,7,111228.33,1,1,0,132771.61,0
2747,91197624,Perez,473,France,Female,59,4,62206.77,3,1,0,784.94,1
2748,90922827,Thompson,741,France,Male,31,9,68089.73,1,1,0,117977.72,0
2749,15307982,Pitts,405,France,Male,86,2,0.0,1,1,0,149419.81,0
2750,19768947,Douglas,646,France,Male,48,8,0.0,1,1,1,14146.45,0
2751,35254849,Hall,717,France,Female,53,5,40873.6,4,1,1,61088.89,0
2752,88864147,Pena,783,Germany,Male,66,3,40900.66,1,1,0,48869.45,0
2753,85007641,Lopez,493,Spain,Female,37,3,68239.52,1,1,1,188978.9,0
2754,39127464,Hunter,599,France,Male,92,4,41468.92,1,0,0,176254.34,0
2755,74343201,Alexander,755,Spain,Female,21,0,103928.5,1,1,1,151513.16,0
2756,38036618,Stewart,761,Spain,Female,29,7,0.0,3,0,0,122429.17,1
2757,54689713,Tran,774,Spain,Male,92,4,16947.06,1,1,1,149791.47,0
2758,50693207,Perez,850,Germany,Male,51,7,193092.03,1,1,1,133430.44,0
2759,12058055,Lynn,600,Germany,Male,84,5,49083.12,3,1,1,190728.37,0
2760,38428357,Braun,686,Germany,Male,85,10,13088.62,3,1,1,102372.93,1
2761,35504548,Hester,616,Germany,Female,92,0,74419.26,4,1,0,40872.52,1
2762,25745913,Smith,458,Spain,Female,72,5,123560.08,1,1,1,71896.56,0
2763,74279671,Kirk,641,France,Male,69,5,0.0,1,1,0,131068.88,1
2764,42560305,Atkinson,456,France,Female,64,2,29611.67,3,1,0,81419.59,0
2765,91121400,Fernandez,599,France,Male,69,7,44214.36,1,0,0,167868.27,1
2766,37449289,Williams,507,Spain,Male,37,3,55308.44,1,1,0,52311.14,0
2767,63235053,Young,692,France,Male,79,8,95305.58,3,1,1,151319.97,0
2768,42122457,Rodriguez,574,Germany,Male,32,10,78819.67,1,0,1,16573.76,0
2769,84098828,Hunter,476,Spain,Female,53,9,19145.3,2,1,0,119135.84,0
2770,53166435,Wilson,733,Spain,Male,46,6,0.0,3,1,1,53823.41,0
2771,47991562,Jones,591,France,Female,75,7,59551.32,2,1,0,23780.45,1
2772,61091554,Harris,608,Spain,Male,37,9,167886.76,3,1,1,96685.48,0
2773,72579077,Hudson,555,Spain,Female,33,10,65003.64,2,1,1,30725.97,0
2774,81625307,Calderon,761,France,Male,78,7,281139.94,2,1,0,143920.91,0
2775,97069904,Becker,676,Spain,Male,54,10,59308.55,2,1,1,79456.15,0
2776,58219001,Jones,590,France,Male,72,10,28355.05,1,1,0,105321.55,1
2777,51395738,Simmons,464,Germany,Male,83,1,97775.48,1,1,0,96920.14,0
2778,45106207,Campbell,850,Germany,Male,80,5,140926.33,3,1,1,132142.54,0
2779,58270683,Johnson,841,France,Male,47,3,105455.75,1,1,0,60374.79,0
2780,78829070,Lawson,789,France,Female,30,10,0.0,1,1,1,163829.06,0
2781,76743428,Ward,581,France,Male,90,8,52459.26,2,1,1,216520.26,0
2782,72546007,Hester,601,France,Female,41,9,58327.16,1,0,1,36855.71,0
2783,23234972,Merritt,688,Germany,Female,75,3,68301.58,2,1,0,190866.61,0
2784,73013937,Brooks,563,France,Male,75,9,129261.25,4,1,1,68580.42,0
2785,52980983,Dunlap,554,France,Female,51,0,0.0,1,1,0,71208.19,1
2786,37263310,Carter,791,Germany,Male,30,10,0.0,1,1,1,148244.86,0
2787,59755172,Johnson,644,Germany,Female,53,2,42978.19,2,1,0,36967.51,0
2788,51999682,Richardson,541,Germany,Female,28,5,72683.89,1,1,1,134152.68,1
2789,65556767,Carter,742,Spain,Female,44,7,153449.82,1,1,0,131404.25,1
2790,16135823,Hernandez,594,France,Male,46,8,158825.93,1,1,1,95871.8,0
2791,85500790,Garza,458,Spain,Female,56,2,128155.85,1,1,1,93669.51,1
2792,39698906,Rodriguez,539,France,Male,31,6,40010.7,2,1,0,69460.87,0
2793,29585415,Lewis,599,Germany,Male,81,5,3176.33,1,1,0,141220.49,1
2794,12176998,Edwards,671,Spain,Male,23,8,119469.88,2,1,1,77875.05,0
2795,45000508,Baldwin,666,Spain,Male,91,3,32697.7,2,1,0,163421.33,1
2796,84264220,Harmon,769,Germany,Female,41,8,0.0,1,0,0,165226.05,0
2797,88387434,Logan,627,Germany,Female,54,6,88860.53,1,1,1,17051.05,0
2798,87731247,Marquez,604,France,Male,83,8,91882.77,1,1,0,24595.98,1
2799,66046380,Case,770,Germany,Female,67,9,10544.28,2,1,1,89393.08,0
2800,49620038,Gray,744,Spain,Female,22,4,0.0,1,1,0,46381.49,0
2801,30456313,Aguilar,629,Spain,Female,63,4,43484.01,3,1,1,60722.62,0
2802,36332415,Sandoval,678,France,Female,60,8,112571.46,3,1,0,53428.64,0
2803,54273769,Hernandez,603,France,Male,87,8,63155.05,2,1,1,209807.67,1
2804,40872577,Farmer,537,Germany,Male,60,9,0.0,3,1,1,165268.17,1
2805,60981231,Banks,850,France,Female,92,6,165807.14,1,1,0,51981.11,1
2806,86475853,Friedman,597,France,Male,57,6,208159.44,1,1,0,9960.44,1
2807,42981324,Benjamin,678,France,Female,32,0,178473.24,1,1,1,67490.02,0
2808,77015110,Gay,503,Germany,Female,55,5,0.0,2,0,0,26907.42,0
2809,83905989,Cunningham,721,France,Female,86,2,0.0,1,0,0,140381.05,0
2810,97859993,Cuevas,533,France,Male,19,9,0.0,4,1,0,103382.91,0
2811,55307111,Mccoy,812,France,Female,47,1,92506.1,3,0,1,67149.05,0
2812,44537812,Gross,824,Spain,Female,21,8,77509.45,2,1,0,95113.2,0
2813,75581613,Ryan,704,Germany,Male,81,9,73333.06,1,1,1,34164.3,1
2814,96126771,Martinez,661,France,Male,56,5,24596.99,1,0,1,86659.9,0
2815,75846624,Johns,631,France,Male,71,7,98381.37,1,1,0,192985.51,0
2816,71851421,Yates,645,Germany,Male,90,6,0.0,1,1,1,60830.83,0
2817,32579937,Lawson,689,France,Female,80,7,46083.09,2,1,0,105635.98,0
2818,57268285,Hopkins,658,Germany,Female,48,7,86161.05,1,1,0,55313.38,0
2819,32718459,Meyer,745,France,Male,88,2,71172.05,3,1,1,54382.7,0
2820,28784915,Stewart,560,Spain,Male,53,7,12423.16,4,1,0,147213.1,1
2821,83356206,Lee,798,France,Male,91,9,0.0,1,1,1,29366.16,1
2822,75540707,Johnston,609,Germany,Male,91,3,109021.79,2,1,1,89539.56,1
2823,34702473,Bartlett,577,France,Male,34,3,73040.71,1,1,1,49894.7,0
2824,82764376,Murphy,685,Spain,Female,76,3,44437.83,2,1,0,178280.41,0
2825,96142207,Lloyd,691,Spain,Female,70,10,0.0,2,1,1,60494.23,0
2826,17882882,Madden,481,Germany,Female,75,9,72934.75,2,1,1,27509.2,0
2827,80322629,Hall,603,France,Female,30,3,10172.45,2,0,1,90765.52,0
2828,14539747,Edwards,439,France,Male,55,10,34526.86,1,1,1,90973.08,1
2829,19976458,Compton,584,Spain,Female,29,8,86243.94,1,0,0,162386.07,0
2830,99686372,Steele,588,Germany,Male,85,4,60934.84,3,1,1,68720.64,1
2831,16511491,Wallace,678,France,Male,83,9,102072.35,4,1,0,124072.38,0
2832,10856822,Rosario,573,France,Male,61,10,137177.75,2,0,1,42904.1,0
2833,65350347,Ortiz,596,France,Male,27,9,0.0,1,1,1,161912.39,0
2834,28453800,Miller,776,Spain,Male,67,5,147563.27,2,0,0,150271.0,0
2835,94651342,Castro,850,Germany,Male,50,2,27643.89,1,1,1,131586.36,0
2836,41062464,Jones,560,Germany,Male,77,1,140106.28,2,1,1,147490.95,0
2837,19122502,Cox,748,Germany,Female,25,9,92883.35,1,0,1,114702.16,0
2838,30270856,Washington,687,France,Male,48,8,24211.28,3,1,1,106490.69,0
2839,11226946,Hall,481,France,Male,45,7,104941.45,4,1,1,34506.5,0
2840,39356057,Hartman,573,France,Female,89,0,103057.67,3,1,1,61697.76,1
2841,77878323,Hall,356,Spain,Female,40,10,171511.67,4,1,1,148065.66,0
2842,71204580,Carey,681,France,Male,92,1,150224.77,1,1,1,145912.74,1
2843,60090149,Hatfield,545,France,Female,87,6,33184.28,1,1,1,150616.1,0
2844,18113477,Frost,662,France,Male,62,10,0.0,2,1,1,75464.63,0
2845,92924441,Sanchez,850,France,Male,31,2,96457.47,1,0,1,195615.03,0
2846,95594482,Blankenship,804,Germany,Male,34,5,0.0,4,1,1,90220.72,0
2847,99490304,Craig,575,France,Male,19,9,57099.74,1,1,0,126158.24,0
2848,92747827,Wade,552,France,Female,76,2,0.0,1,1,1,258306.61,0
2849,74854563,Jacobs,775,Spain,Male,72,1,37366.91,2,1,1,70715.06,0
2850,98487646,Flynn,552,France,Female,42,5,179315.94,1,0,1,140960.04,0
2851,75478707,Peterson,746,France,Female,72,8,12337.98,1,1,1,13808.84,1
2852,12111482,Wilson,850,France,Female,61,6,52352.0,2,0,1,78867.95,0
2853,10887495,Ortiz,715,Spain,Male,79,4,0.0,2,0,1,133925.2,0
2854,81432350,Wagner,764,France,Male,24,7,10724.44,1,1,1,64748.18,0
2855,84040345,Hernandez,753,Spain,Female,32,0,30430.01,1,1,1,102187.58,0
2856,65208920,Snyder,595,Spain,Female,78,3,0.0,2,1,1,112894.42,0
2857,11590610,Keith,678,Germany,Male,45,9,31159.73,2,1,1,109150.34,0
2858,12244945,Gonzalez,557,France,Male,89,4,144496.61,2,0,1,25704.82,1
2859,81057233,White,775,Germany,Female,84,10,167670.83,2,1,1,227821.66,0
2860,46875077,Gibson,544,France,Female,25,6,170331.67,1,0,1,36795.29,0
2861,81905550,Jackson,717,France,Female,48,10,96182.89,1,1,1,54122.14,0
2862,48478684,Barnes,759,Germany,Female,72,6,0.0,2,0,0,7471.45,0
2863,12300840,Cannon,602,France,Male,28,4,53529.25,1,0,0,41340.09,1
2864,77406294,Dawson,580,France,Male,82,10,93816.02,4,1,0,95950.79,1
2865,67790557,Harrison,633,France,Female,25,2,0.0,4,1,1,156087.98,0
2866,34060788,Garcia,563,France,Female,26,4,52426.32,1,1,0,63281.36,0
2867,24363501,Booth,665,France,Male,58,7,174205.17,1,1,1,105716.8,0
2868,22927031,Bass,561,Germany,Female,36,9,60736.62,2,1,0,116214.5,0
2869,80381817,Johnson,568,Spain,Male,65,2,165111.55,2,0,1,33566.3,1
2870,29984682,Jackson,703,France,Male,47,10,0.0,1,1,1,8256.75,0
2871,42342289,Jones,709,Germany,Female,38,4,78349.68,2,0,1,42661.73,0
2872,35760684,Robertson,621,France,Male,80,3,108118.75,1,1,0,173322.25,0
2873,93185576,Moreno,490,France,Male,29,1,107313.78,1,0,0,51316.21,0
2874,80659726,Hughes,763,France,Female,55,0,67037.37,1,1,1,54893.24,0
2875,43878996,Henderson,606,France,Male,30,6,0.0,1,1,1,115974.08,0
2876,57572279,Anderson,850,France,Male,28,6,0.0,1,0,1,132513.23,0
2877,45879718,Terry,637,France,Female,33,1,178500.59,2,1,0,30850.94,0
2878,63270536,Allen,663,France,Male,37,9,80421.85,1,1,0,137966.51,0
2879,20605783,Carter,608,Germany,Female,48,5,0.0,1,1,0,123817.02,0
2880,60070135,Rogers,673,France,Male,53,0,33986.88,2,1,1,62737.54,0
2881,64496076,Summers,850,France,Male,28,9,0.0,2,1,1,11112.92,0
2882,71605634,Rogers,616,France,Female,20,2,40545.91,1,1,0,140873.57,0
2883,85833309,Franklin,773,Germany,Male,25,7,2224.48,2,0,1,115463.83,0
2884,42642810,Rodriguez,658,France,Female,65,7,77609.89,1,0,1,105774.62,0
2885,40314047,Bowen,763,Germany,Female,91,8,0.0,3,1,0,16264.05,1
2886,50261914,Jones,462,France,Female,19,8,0.0,1,1,0,224675.88,1
2887,20820219,Mccall,838,France,Male,20,10,0.0,1,0,1,37399.08,0
2888,97742922,Dodson,683,Spain,Male,76,0,42851.64,1,1,0,63862.79,0
2889,97227356,Lozano,624,France,Female,72,4,169232.03,1,1,0,150536.84,0
2890,14252622,Mccoy,737,France,Male,73,4,0.0,2,1,1,100680.73,0
2891,22549425,Yang,663,France,Female,30,4,0.0,4,1,0,106515.88,1
2892,64395532,Graham,538,Spain,Female,82,2,173491.99,2,1,1,26829.3,1
2893,60903955,Todd,414,Germany,Male,64,2,0.0,1,1,0,22459.31,1
2894,60622842,Graves,827,Germany,Male,29,10,97506.15,2,1,0,117551.84,0
2895,84182331,Quinn,628,Spain,Female,26,9,173231.35,1,1,1,72504.53,0
2896,73888323,Cummings,590,France,Female,63,7,85153.26,2,1,1,204273.01,0
2897,17531619,Lawrence,598,Spain,Male,76,6,55063.43,1,1,0,29297.46,0
2898,95462880,Wilkins,792,France,Female,76,5,134749.47,2,0,0,73288.65,1
2899,11268380,Hicks,602,Germany,Female,62,7,0.0,1,0,1,107356.42,1
2900,33002714,Hernandez,712,France,Male,56,9,79677.02,3,1,1,71282.77,0
2901,21097943,Smith,617,France,Male,70,4,87657.84,1,1,0,51478.6,0
2902,77089857,Watkins,528,Spain,Female,27,5,95389.65,2,1,1,101106.51,0
2903,68238367,Craig,737,France,Female,45,10,0.0,1,1,0,212302.92,0
2904,96557984,Chavez,756,Spain,Female,25,10,123506.83,1,1,0,60123.83,0
2905,54462389,Flores,584,France,Male,80,2,91810.22,2,0,0,5018.5,1
2906,85947990,Thompson,646,Germany,Female,63,2,4942.82,2,1,1,128646.79,0
2907,22799248,Sharp,659,Spain,Female,76,2,47129.46,1,1,1,76557.57,1
2908,80888325,Ramirez,693,France,Female,55,0,0.0,2,1,0,38658.39,0
2909,15711200,Mejia,841,Spain,Male,87,7,89258.25,2,0,1,132912.92,0
2910,40838737,Hall,618,Germany,Male,87,4,106420.4,1,1,1,124440.46,1
2911,38375916,Snyder,617,Germany,Male,64,0,0.0,1,1,0,58739.62,1
2912,86072480,Williams,632,France,Male,80,2,110089.31,1,1,0,2799.4,0
2913,73820568,Holmes,558,Germany,Male,67,5,84275.48,1,1,1,150173.73,0
2914,46385762,Fox,482,Germany,Female,72,9,123251.11,1,0,0,58899.2,0
2915,16249441,Romero,662,France,Male,36,7,68069.92,2,1,0,113028.06,0
2916,19978827,Reilly,701,France,Female,91,5,119511.84,2,0,0,90393.11,0
2917,47631028,Mitchell,650,France,Male,31,2,3724.16,1,0,1,127020.69,0
2918,85633013,Cruz,643,Spain,Female,70,3,10629.69,1,0,0,111650.44,0
2919,98329927,Todd,562,France,Male,63,8,81370.12,1,1,1,173248.91,0
2920,14416002,Mckay,674,Germany,Female,24,8,118436.68,1,1,1,136096.29,0
2921,34072553,Williams,666,Spain,Female,76,9,58840.39,3,1,0,13522.58,0
2922,52209421,Landry,696,France,Female,23,5,115562.88,1,1,0,78519.3,0
2923,12101593,Khan,681,France,Male,56,3,0.0,1,0,1,107148.14,0
2924,37804291,Simon,688,Germany,Male,79,5,0.0,2,1,1,76183.25,1
2925,88790652,Jordan,777,France,Female,27,9,220049.25,1,1,1,166742.47,0
2926,29353063,Ramirez,705,Germany,Male,45,1,0.0,2,1,0,125448.09,0
2927,63458386,Hobbs,696,Germany,Female,56,9,17426.62,2,1,0,8788.98,1
2928,20326375,Edwards,480,Germany,Male,87,10,147273.22,3,1,1,78533.9,1
2929,50168264,Reed,752,France,Male,46,9,77224.28,1,1,0,101039.33,0
2930,31803703,Martin,621,Germany,Female,26,7,28395.94,2,1,1,54163.08,0
2931,85693188,Roberts,657,Germany,Female,27,4,0.0,1,1,1,138526.71,0
2932,42275631,Tucker,526,France,Female,32,9,21412.26,1,1,1,131346.83,0
2933,86060638,Walker,850,Germany,Male,82,1,26381.56,1,0,0,121846.2,1
2934,62231715,Jackson,410,Spain,Female,75,8,0.0,1,1,0,141406.21,0
2935,82553061,Crosby,794,Germany,Female,49,4,45116.39,1,1,1,176121.36,0
2936,54524025,Green,691,France,Male,81,5,9756.79,1,1,0,147055.6,0
2937,61518966,Obrien,465,France,Male,86,5,28879.37,1,0,1,145884.29,0
2938,28783850,Rodriguez,847,France,Male,83,0,66368.62,2,1,1,98904.76,0
2939,20526386,Hall,699,France,Female,18,10,0.0,2,1,0,66917.94,0
2940,77215278,Ramirez,421,France,Male,25,7,56904.76,2,0,0,216597.6,1
2941,56420476,Davis,609,Spain,Female,72,6,0.0,2,1,1,123591.11,0
2942,17207013,Arnold,701,France,Male,46,1,46189.25,1,1,1,45008.02,0
2943,23111164,Romero,816,Spain,Female,29,8,22697.23,1,0,0,95562.75,0
2944,68664992,Jackson,610,France,Female,66,10,0.0,2,1,0,80076.87,0
2945,41157840,George,393,France,Male,44,8,162312.44,1,0,0,147173.67,0
2946,20202996,Williams,791,France,Male,86,2,0.0,2,1,1,82145.05,1
2947,55713584,Macdonald,698,France,Male,61,1,0.0,1,1,0,12160.08,0
2948,91224373,Medina,433,Spain,Male,35,4,120943.58,2,1,0,133363.36,0
2949,92391596,Lee,683,Spain,Male,88,0,17726.22,2,0,1,69574.4,0
2950,89941241,Freeman,693,Spain,Female,63,6,39410.02,1,1,0,31487.9,0
2951,63244581,Carson,618,France,Male,40,5,0.0,3,0,0,151655.05,0
2952,53805532,Wood,569,Spain,Male,28,5,70545.43,1,1,1,25199.49,0
2953,13976288,Campbell,590,France,Male,59,10,0.0,1,1,1,43627.32,0
2954,95110541,Gould,618,Spain,Male,74,7,40996.27,2,1,1,104572.64,1
2955,46685332,Simmons,684,Germany,Female,80,4,0.0,2,1,1,107995.06,0
2956,70471823,Wallace,726,France,Male,27,8,0.0,1,0,1,69058.17,0
2957,75847681,Martinez,441,France,Male,50,4,165431.1,1,1,0,120813.04,1
2958,40620216,Chavez,674,France,Male,92,8,56593.04,1,1,1,147766.05,1
2959,57756170,Hardin,697,France,Female,67,10,0.0,1,1,0,47530.11,1
2960,84227466,Moran,666,Spain,Female,24,9,104128.27,2,1,0,104123.57,0
2961,60388958,Calhoun,610,Spain,Male,86,5,0.0,3,0,0,107430.35,0
2962,67961650,Wilson,787,Spain,Female,69,5,14204.92,1,1,1,168185.46,0
2963,34929311,Oneal,780,France,Female,52,4,89858.28,1,0,1,112018.83,0
2964,88634827,Snyder,614,Germany,Female,76,5,0.0,2,1,1,5199.91,1
2965,98673882,Miller,641,France,Male,66,10,93241.23,2,1,1,231379.99,1
2966,61012496,Taylor,724,Germany,Female,37,9,0.0,2,1,0,105999.42,0
2967,21501669,Ramirez,774,France,Female,77,6,17226.74,2,1,1,114151.77,0
2968,93029219,Barnett,570,France,Male,37,3,83951.14,3,0,0,93448.09,0
2969,49645162,Schmitt,548,Germany,Male,35,4,170101.06,1,1,1,115056.49,1
2970,43077929,Lara,676,France,Male,62,2,0.0,3,1,1,123738.5,0
2971,19865900,Garner,541,France,Male,19,2,11141.01,2,0,0,143492.59,1
2972,21010955,Walker,461,Germany,Male,65,0,110667.25,3,1,0,90607.36,0
2973,45966597,Jones,570,France,Female,59,8,162917.59,2,1,0,36775.33,0
2974,30699187,Moore,690,Spain,Female,72,8,7266.45,3,1,0,74280.78,0
2975,61002735,Rogers,800,Germany,Male,29,1,70296.18,3,1,1,87049.91,0
2976,95080736,Chavez,581,Spain,Male,61,7,149325.71,1,1,0,60030.96,0
2977,30706693,Moss,637,Germany,Female,51,1,128959.38,2,1,0,37266.46,1
2978,62294176,Powers,665,Germany,Male,31,3,99863.0,2,1,0,71762.44,0
2979,52503832,Jones,587,Germany,Male,51,2,35588.89,2,0,0,147877.42,1
2980,58412365,Watts,579,Spain,Female,87,1,113055.92,1,1,0,117002.2,1
2981,24301022,Mcclain,682,Germany,Male,79,8,0.0,1,1,1,21888.15,0
2982,22283664,Johnson,533,France,Male,30,0,0.0,1,0,1,904.02,0
2983,10697290,Garcia,575,France,Female,81,4,58550.12,1,0,0,1667.49,0
2984,51374957,Thornton,630,Germany,Female,60,5,85861.11,2,0,1,112797.68,0
2985,69691437,Boyd,681,France,Male,21,6,57465.39,2,0,1,12900.25,0
2986,58307308,Lee,503,France,Female,87,2,136037.97,1,1,0,93826.8,0
2987,46207439,Grant,637,France,Female,57,5,0.0,2,1,1,135883.66,0
2988,23721268,Monroe,524,Germany,Male,86,8,0.0,2,0,1,121231.93,0
2989,27784789,Garrett,583,France,Female,25,4,149632.84,3,1,1,78860.96,0
2990,21716836,Avery,726,Germany,Male,30,10,27529.87,3,1,0,187204.53,0
2991,35151299,Burton,642,Spain,Male,85,4,62475.39,3,1,1,63691.59,0
2992,67845091,Sanchez,811,Spain,Male,35,8,64896.98,2,0,0,106110.91,0
2993,70242778,Willis,642,France,Male,59,1,144151.01,1,0,1,76538.42,1
2994,84757265,Wiggins,743,Germany,Male,63,9,145542.36,2,0,1,87131.06,0
2995,84455942,Robinson,727,Germany,Female,89,5,95697.69,1,1,1,145192.28,1
2996,78778646,Gonzalez,648,France,Male,43,10,92448.78,3,1,1,135241.77,0
2997,64766762,Harrison,522,Germany,Female,74,7,110157.4,2,1,0,5117.51,1
2998,23863742,Washington,639,France,Male,72,8,55137.02,2,1,1,39717.47,1
2999,13524813,Lopez,598,Spain,Female,70,1,160425.09,2,1,0,145477.32,0
3000,22028437,Crawford,594,France,Male,57,6,0.0,2,0,1,23662.28,0
3001,57501571,Anderson,665,Spain,Male,23,8,102632.09,2,1,0,40425.8,0
3002,84386123,Walters,509,Germany,Female,37,8,39030.86,1,0,0,117903.57,0
3003,22490873,Davis,565,France,Female,60,4,134703.42,1,1,0,153672.19,1
3004,90117857,Black,551,Germany,Male,48,6,0.0,4,1,0,146511.02,1
3005,90268079,Cummings,625,France,Male,31,1,204127.0,2,1,1,6428.2,0
3006,53544301,Lewis,575,Spain,Female,69,4,68159.76,1,1,0,82761.8,1
3007,61705758,Hamilton,581,Germany,Female,52,5,0.0,1,1,1,76560.73,0
3008,11656329,Henry,663,France,Male,76,0,0.0,1,0,1,64009.24,0
3009,49171088,Carr,606,France,Female,59,10,56951.19,4,1,1,8463.1,0
3010,65540647,Mckinney,650,Spain,Male,45,7,73393.01,4,1,1,176200.99,1
3011,62049575,Williams,541,France,Male,26,2,97785.53,1,1,0,91727.68,0
3012,21368176,Watts,569,Spain,Female,25,9,29716.7,1,1,0,42586.83,0
3013,85099723,Austin,847,Spain,Female,56,7,40610.54,1,0,0,118691.99,0
3014,42580349,Welch,582,Germany,Male,44,7,81535.41,1,1,1,88562.27,0
3015,86767229,Young,445,France,Male,71,10,100719.24,1,0,1,146038.23,0
3016,79941466,Bailey,683,Germany,Male,65,4,73749.29,2,1,1,70233.43,1
3017,32761034,Moreno,581,Spain,Female,39,3,64875.91,2,0,1,73451.51,0
3018,61100987,Best,673,France,Male,74,6,6297.24,1,1,0,99816.92,1
3019,32750139,Humphrey,641,France,Male,60,9,107024.24,1,0,0,137680.99,0
3020,28634797,Pittman,703,France,Male,83,8,128257.52,2,1,1,42590.29,0
3021,46093692,Golden,640,France,Female,89,8,135594.08,1,1,1,18725.07,0
